"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"06/03/2023","AirNow","150030010","1","4.6","ug/m3 LC","19","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/04/2023","AirNow","150030010","1","4.2","ug/m3 LC","18","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/05/2023","AirNow","150030010","1","5.1","ug/m3 LC","21","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/06/2023","AirNow","150030010","1","4.6","ug/m3 LC","19","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/07/2023","AirNow","150030010","1","6","ug/m3 LC","25","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/08/2023","AirNow","150030010","1","4.6","ug/m3 LC","19","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/09/2023","AirNow","150030010","1","4.2","ug/m3 LC","18","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/10/2023","AirNow","150030010","1","5.5","ug/m3 LC","23","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/11/2023","AirNow","150030010","1","6","ug/m3 LC","25","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/12/2023","AirNow","150030010","1","4.2","ug/m3 LC","18","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/13/2023","AirNow","150030010","1","4.6","ug/m3 LC","19","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/14/2023","AirNow","150030010","1","4.9","ug/m3 LC","20","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/15/2023","AirNow","150030010","1","3.8","ug/m3 LC","16","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/16/2023","AirNow","150030010","1","4.8","ug/m3 LC","20","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/17/2023","AirNow","150030010","1","4.8","ug/m3 LC","20","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/18/2023","AirNow","150030010","1","4.4","ug/m3 LC","18","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/19/2023","AirNow","150030010","1","5","ug/m3 LC","21","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/20/2023","AirNow","150030010","1","4.9","ug/m3 LC","20","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/28/2023","AQS","150030010","1","4","ug/m3 LC","17","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/29/2023","AQS","150030010","1","3.7","ug/m3 LC","15","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"06/30/2023","AQS","150030010","1","2.5","ug/m3 LC","10","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/01/2023","AirNow","150030010","1","2.5","ug/m3 LC","10","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/02/2023","AirNow","150030010","1","3.4","ug/m3 LC","14","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/03/2023","AirNow","150030010","1","3.3","ug/m3 LC","14","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/04/2023","AirNow","150030010","1","5.2","ug/m3 LC","22","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/05/2023","AirNow","150030010","1","4.1","ug/m3 LC","17","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/06/2023","AirNow","150030010","1","3.9","ug/m3 LC","16","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/07/2023","AirNow","150030010","1","3.8","ug/m3 LC","16","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/08/2023","AirNow","150030010","1","4.6","ug/m3 LC","19","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/09/2023","AirNow","150030010","1","4.1","ug/m3 LC","17","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/10/2023","AirNow","150030010","1","4","ug/m3 LC","17","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/11/2023","AirNow","150030010","1","4.8","ug/m3 LC","20","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/12/2023","AirNow","150030010","1","8.2","ug/m3 LC","34","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/13/2023","AirNow","150030010","1","7","ug/m3 LC","29","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/14/2023","AirNow","150030010","1","5.2","ug/m3 LC","22","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/15/2023","AirNow","150030010","1","2.8","ug/m3 LC","12","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/16/2023","AirNow","150030010","1","2.7","ug/m3 LC","11","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/17/2023","AirNow","150030010","1","3.7","ug/m3 LC","15","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/18/2023","AirNow","150030010","1","6.6","ug/m3 LC","28","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/19/2023","AirNow","150030010","1","5","ug/m3 LC","21","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/20/2023","AirNow","150030010","1","4.8","ug/m3 LC","20","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/21/2023","AirNow","150030010","1","3.7","ug/m3 LC","15","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/22/2023","AirNow","150030010","1","2.7","ug/m3 LC","11","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/23/2023","AirNow","150030010","1","2.3","ug/m3 LC","10","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/24/2023","AirNow","150030010","1","2.6","ug/m3 LC","11","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/25/2023","AirNow","150030010","1","3.6","ug/m3 LC","15","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/26/2023","AirNow","150030010","1","5.2","ug/m3 LC","22","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/27/2023","AirNow","150030010","1","4.7","ug/m3 LC","20","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/28/2023","AirNow","150030010","1","6.5","ug/m3 LC","27","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/29/2023","AirNow","150030010","1","2.8","ug/m3 LC","12","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/30/2023","AirNow","150030010","1","4.1","ug/m3 LC","17","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"07/31/2023","AirNow","150030010","1","5.7","ug/m3 LC","24","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/01/2023","AirNow","150030010","1","6","ug/m3 LC","25","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/02/2023","AirNow","150030010","1","6.1","ug/m3 LC","25","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/03/2023","AirNow","150030010","1","4.3","ug/m3 LC","18","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/04/2023","AirNow","150030010","1","3.4","ug/m3 LC","14","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/05/2023","AirNow","150030010","1","3.1","ug/m3 LC","13","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/06/2023","AirNow","150030010","1","5","ug/m3 LC","21","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/07/2023","AirNow","150030010","1","9.8","ug/m3 LC","41","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/08/2023","AirNow","150030010","1","14.3","ug/m3 LC","56","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/09/2023","AirNow","150030010","1","9.3","ug/m3 LC","39","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/10/2023","AirNow","150030010","1","6.7","ug/m3 LC","28","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/11/2023","AirNow","150030010","1","4.8","ug/m3 LC","20","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/12/2023","AirNow","150030010","1","3.5","ug/m3 LC","15","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/13/2023","AirNow","150030010","1","3.3","ug/m3 LC","14","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/14/2023","AirNow","150030010","1","5.7","ug/m3 LC","24","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/15/2023","AirNow","150030010","1","3.6","ug/m3 LC","15","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/16/2023","AirNow","150030010","1","5.3","ug/m3 LC","22","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/17/2023","AirNow","150030010","1","4","ug/m3 LC","17","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/18/2023","AirNow","150030010","1","3.6","ug/m3 LC","15","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/19/2023","AirNow","150030010","1","3.4","ug/m3 LC","14","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/20/2023","AirNow","150030010","1","2.6","ug/m3 LC","11","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/21/2023","AirNow","150030010","1","3.4","ug/m3 LC","14","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/22/2023","AirNow","150030010","1","6.6","ug/m3 LC","28","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/23/2023","AirNow","150030010","1","5.2","ug/m3 LC","22","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/24/2023","AirNow","150030010","1","5","ug/m3 LC","21","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/25/2023","AirNow","150030010","1","5.6","ug/m3 LC","23","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/26/2023","AirNow","150030010","1","5.8","ug/m3 LC","24","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/27/2023","AirNow","150030010","1","4.2","ug/m3 LC","18","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/28/2023","AirNow","150030010","1","4","ug/m3 LC","17","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/29/2023","AirNow","150030010","1","6.3","ug/m3 LC","26","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/30/2023","AirNow","150030010","1","7.7","ug/m3 LC","32","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"08/31/2023","AirNow","150030010","1","6.4","ug/m3 LC","27","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"09/01/2023","AirNow","150030010","1","8.9","ug/m3 LC","37","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"09/02/2023","AirNow","150030010","1","8.1","ug/m3 LC","34","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"09/03/2023","AirNow","150030010","1","3.8","ug/m3 LC","16","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"09/04/2023","AirNow","150030010","1","3.3","ug/m3 LC","14","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"09/05/2023","AirNow","150030010","1","2.7","ug/m3 LC","11","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"09/06/2023","AirNow","150030010","1","2.5","ug/m3 LC","10","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"09/07/2023","AirNow","150030010","1","2.3","ug/m3 LC","10","Kapolei","1","100.0000","88101","PM2.5 - Local Conditions","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
